ID,SMILES
69,COC(=O)C1=C(C)N(C(C)c2ccccc2)C(=O)C1=Cc1cccc(Br)c1
70,Clc1ccccc1C1OC1c1ccccc1Cl
71,CC(=O)c1c(C)nc(-c2sc3nc(-c4ccccc4)nc(N4CCOCC4)c3c2C)nc1N
72,Cc1cc(NC(=O)COC(=O)c2ccc(F)c(S(=O)(=O)N3CCOCC3)c2)no1
73,COC(=O)c1c(NC(=O)C2Cc3ccccc3C(=O)O2)sc(C)c1C
74,Cc1nc2cncc(Br)c2n1C
75,CC(=NNC(=O)Cc1ccc(Cl)cc1)c1cccc(NC(=O)c2cccnc2)c1
76,Cc1c(N2C(=O)c3ccc4c5c(ccc(c35)C2=O)CC4)c(=O)n(-c2ccccc2)n1C
77,Cc1nn(CC(O)COc2ccc(C(=O)c3ccccc3)cc2)c(C)c1Br
78,O=C(Cc1cccc2ccccc12)NC(=S)Nc1cccc(Cl)c1Cl
79,CC(OC(=O)c1ccco1)C(=O)Nc1ncc(Cl)cc1Cl
80,COc1cccc(N2CCc3c(C)c(C#N)c4nc5ccccc5n4c32)c1
81,[NH3+]C(CCC(=O)[O-])CC(=O)[O-]
82,CCCN(CCC)C(=O)Nc1ccc(Cl)cc1C
83,CCOC(=O)C1=C(c2ccccc2)Nc2ncnn2C1c1ccccc1[N+](=O)[O-]
84,Cc1cc(C)n2nc(C(=O)OCC(=O)Nc3ccc4c(c3)OC(F)(F)O4)nc2n1
85,CC(Cl)=CCn1c(SCC(O)CCl)nc2c1c(=O)[nH]c(=O)n2C
86,CSc1nc(C)c(C(C)=O)c(-c2ccc(Cl)cc2)c1C#N
87,COC(=O)C1=CN(Cc2ccc(F)cc2)C=C(C(=O)OC)C1c1cccc(Br)c1
88,Cc1cccn2c(CCc3nnc4c(C)cccn34)nnc12
89,Cc1cccn2c(=O)c(C=C3SC(=S)N(C4CCCCC4)C3=O)c(NCc3ccco3)nc12
90,COc1ccc(C(=O)NCC2COc3ccccc3O2)c(OC)c1OC
91,O=C(COc1ccc(F)c(Cl)c1)N1CCc2ccccc21
92,Cc1cc2nc(Cc3cccc([N+](=O)[O-])c3)c(=O)[nH]c2cc1C
93,Cc1cc(N2CCCCC2)ccc1C=C1NC(=O)N(Cc2ccccc2F)C1=O
94,CN(C)c1ccc(C=Nc2ccc(C(=O)[O-])c(O)c2)cc1
95,CCc1nnc(NS(=O)(=O)c2ccc(-n3cnnn3)cc2)s1
96,Cc1cccc(C)c1NC(=O)COC(=O)Cn1nnc(-c2ccccc2)n1
97,Cc1ccc(-c2ccc(CCC(=O)[O-])n2NC(=O)c2cccs2)cc1
98,Nc1ccccc1SCc1cn2ccccc2n1
99,COc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)Nc4ccc(C#N)cc4)cc3N2)cc1
100,Cc1cccnc1NC(=O)COc1ccccc1Cl
101,CC1CC(C)C[NH+](CCC(=O)Nc2ccc(Br)cc2)C1
102,N#CC1(c2nc3ccccc3o2)C(=O)C(=O)N(c2ccc(Cl)c(Cl)c2)C(=O)C1=O
103,CCOC(=O)NC(c1cccc(Cl)c1)C1CCCCC1=O
104,CCCCC(=O)Nc1ccc(C(=O)NNC(=O)c2ccco2)cc1
105,COc1ccccc1OCC(=O)Nc1ccc(C(F)(F)F)cc1
106,O=[N+]([O-])C12CC=C(OCCCl)C([N+](=O)[O-])(C[NH+](Cc3ccccc3)C1)C2
107,CC12CCC(c3nnc(SCC(=O)Nc4ccccc4)nc31)C2(C)C
108,O=C(C=Cc1ccc(F)cc1)OCc1cc(=O)n2c(n1)sc1ccccc12
109,CC(C)C(=O)Nc1ccccc1Oc1ccccc1
110,Cc1ccc2c(c1)N(CC(=O)Nc1cccc(F)c1)C(=O)C(C)O2
111,Cn1c2ccccc2c2nnc(NN=C3CCCCC3)nc21
112,O=C1NCCC1c1ccccc1
113,Cc1cccc(NC(=O)C2CC(O)CN2C(=O)OCC(C)C)c1
114,Cc1ccc(NC(=O)CCC(=O)NNC(=O)c2ccccc2C(=O)[O-])c(C)c1
115,COC(=O)c1c(NC(=O)c2ccc(C(C)(C)C)cc2)sc2c1C(C(=O)OC)CC2
116,Cc1cc(C)n(CC(O)COc2ccc(Br)cc2)n1
117,O=S1(=O)CCC(OC(O)C(Cl)(Cl)Cl)C1
118,CCOC(=O)C1=C(C)N=C2SCC(=O)N2C1c1ccc(N(C)C)cc1
119,Cc1ccc(CSc2nnc(-c3cnccn3)s2)cc1
120,Cc1ccc(-n2nc3ccc(NC(=O)c4ccc(Br)o4)cc3n2)cc1
121,CCn1ncc(S(=O)(=O)NC2CCCC2)c1C
122,N#Cc1ccc(Cl)cc1NC(=O)COC(=O)c1ccc2ccccc2n1
123,CCC1SC2=NC(C)=C(C(=O)OCCOC)C(c3ccc(C)cc3)N2C1=O
124,Cc1ccc(OCC(=O)NC(=S)Nc2ccc(Br)c(C)n2)cc1
125,Cc1cc(C)c(NC(=O)C(C)Oc2ccc(Cl)cc2Cl)c(C)c1
126,O=C(Cn1nnc(Cn2cnc(Cl)c2Cl)n1)NNC(=O)c1ccc(Cl)cc1
127,CNS(=O)(=O)c1cc(-c2nn3c(-c4ccco4)nnc3c3ccccc23)ccc1C
128,COCCNC(=S)N1CCN(S(=O)(=O)c2ccc(C)cc2C)CC1
129,CCN(CCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)c1ccccc1
130,COc1ccc(C=CC(=O)Oc2ccc(C)c(C)c2)cc1OC
131,O=S(=O)(c1ccc(Oc2ccc3oc4ccccc4c3c2)nc1)N1CCCC1
132,N#CC1=C(N)Oc2cc(O)ccc2C1c1ccccc1Br
133,CC(C)(C)c1oc(C(=O)[O-])cc1C[NH+]1CCCCC1
134,Nc1nccc(-c2cnc3n(c2=O)CCS3)n1
135,CCc1ccc(C=C2SC(=S)N(C(C)C(=O)[O-])C2=O)cc1
136,CC(NC(=O)OC(C)(C)C)C(=O)Oc1ccc2c3c(c(=O)oc2c1)CCC3
137,COc1ccc(-n2c(SCc3ccc([N+](=O)[O-])cc3)nnc2-c2ccccn2)cc1
138,NC(=O)C1CCC[NH+](Cc2ccco2)C1
139,O=C([O-])C(=Cc1ccccc1)NC(=O)c1ccco1
140,COc1ccc(NC(=O)CCN2C(=O)C3CC=C(Cl)CC3C2=O)cc1
141,COc1ccc(N2C(=O)c3ccccc3NC2c2ccccc2Cl)cc1
142,COc1ccc(C=C2N=C(C=Cc3ccccc3OC)OC2=O)cc1
143,Cc1ccc(OCC(=O)NN=C2C(=O)NC(=O)NC2=O)c(C)c1
144,CCN(CC)C(=O)CSc1nc2cc(C)c(C)cc2cc1C#N
145,Cc1ccccc1-c1nnc(SCC(=O)c2cc(C)n(CC3CCCO3)c2C)n1C
146,CCOc1cc(C=C2SC(=S)NC2=O)cc([N+](=O)[O-])c1[O-]
147,Cc1c(N=C=O)cccc1[N+](=O)[O-]
148,CC(C)CC(=O)ON=Cc1c(-c2ccccc2)nc2sccn12
149,O=c1[nH]c2cc3c(cc2cc1C(c1nnnn1Cc1ccccc1)[NH+]1CCC(O)CC1)OCCO3
150,CC(C)(C)OC(=O)NC(CC(=O)[O-])c1ccc(O)cc1
151,O=C([O-])C1CCCCC1C(=O)Nc1ccc(Nc2ccccc2)cc1
152,Cc1ccc(-n2c(N)c(C(=O)OCC(C)C)c3nc4ccccc4nc32)cc1
153,O=C1c2oc3ccc(Br)cc3c(=O)c2C(c2cccc(O)c2)N1Cc1ccccc1
154,COc1ccc(C(=O)Nc2c(-c3ccc(OC)c(OC)c3)n(-c3ccccc3)[nH]c2=O)cc1
155,CCc1ccc(-c2nc3cc(NC(=O)c4cccnc4)ccc3o2)cc1
156,COc1ccc(NC(=O)CSc2nnc(-c3ccc(Br)cc3)n2C)cc1
157,CCOC(=O)c1sc(NC(=O)C=Cc2ccccc2Cl)c(C#N)c1C
158,COc1ccc(OC)c(NC(=O)c2cccc3ccccc23)c1
159,CCOc1ccc(C=C2SC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc1OC
160,COc1c(C(=O)[O-])csc1[N+](=O)[O-]
161,O=C(CN1C(=O)c2cccc([N+](=O)[O-])c2C1=O)Nc1ccc(F)cc1F
162,Cc1cnc(Sc2nccn2C)c([N+](=O)[O-])c1
163,CCOc1ccc(N2CC(C(=O)Nc3c(CC)cccc3CC)CC2=O)cc1
164,COc1cccc(C=NNC(=O)COc2ccc(Br)cc2)c1OC
165,Cc1ccsc1C(=O)OC1CCOC1=O
166,CCOC(=O)c1cccc(NC(=O)CSc2nc3ccccc3c(=O)n2C)c1
167,CC1=C(C(N)=O)C(c2cccnc2)N2NC(c3ccccc3Cl)=NC2=N1
168,CCOc1cc(C#N)c(NC(=O)c2ccc(F)cc2)cc1OCC
169,CC1C[NH+](CCO)C(C)(C)C1
170,CC(C(=O)Nc1ncccn1)(c1ccccc1)c1ccccc1
171,COc1cc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)ccc1OCc1ccccc1F
172,CCOc1ccc2[nH]c(=O)c(-c3nc4ccc(C)cn4c3NC3CCCC3)cc2c1
173,COc1ccc2c(c1)C(C)=CC(C)(C)N2C(=O)CSc1nccn1C
174,Cc1ccccc1-n1cc(-c2ccc(Br)cc2)nc1SCC(N)=O
175,CCOc1ccc(NC(=O)CCSc2ccc(C)cc2)cc1
176,NNC(=O)c1cc2n(n1)C(C(F)(F)F)CC(c1ccc(Cl)cc1)N2
177,COc1ccc(C2CC(c3ccc(C)cc3)=NN2C(=O)CCC(=O)[O-])cc1OC
178,CCOc1ccc(-n2c(=S)[nH]c3c(sc(=S)n3-c3ccc(Cl)c(C)c3)c2=O)cc1
179,Cc1cc(=O)oc2cc(OCC(=O)N3CCC(C(=O)[O-])CC3)ccc12
180,O=C(C[NH+]1CCCC1)Nc1sc2c(c1C(=O)Nc1ccccc1)CCCC2
181,Cc1ccc(S(=O)(=O)C2c3ccccc3Sc3ccccc32)cc1
182,c1ccc(-c2ccc(C3=Nc4ncnn4C(c4cccs4)C3)cc2)cc1
183,CCn1ccc(C(C)NC(=O)C2CCCN(S(=O)(=O)c3cnn(C)c3)C2)n1
184,CCCCc1nnc(NC(=O)C2CC(=O)N(c3ccc(C)cc3)C2)s1
185,O=C(NCCO)c1ccc(Br)cc1
186,COc1cc(C=C2CC(C)OC2=O)c([N+](=O)[O-])cc1OC
187,O=C1N=C(S)SC1=Cc1ccc(Cn2cc(Cl)cn2)o1
188,O=S(=O)(NCc1ccco1)c1cccc2nsnc12
189,O=C(NC(=S)Nc1ccc(Cl)cn1)C(c1ccccc1)c1ccccc1
190,CCC1CCCCN1C(=O)c1ccc(Cl)c(F)c1F
191,COC(=O)c1c(-c2ccc(OC)cc2)csc1NC(=O)C1(C)CC1(Cl)Cl
192,CCNc1nc(NC(C)C(C)C)nc(SC)n1
193,COc1cccc(-c2nc3cc(C)ccn3c2C=O)c1
194,Cc1nc(SCC(=O)Nc2ccccc2Cl)c2c3c(sc2n1)CCCC3
195,CN(Cc1ccccc1)S(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1
196,O=C(NNC(=S)NC(=O)c1ccco1)c1cccnc1
197,CCOc1ccc(C2=CSC3=NCCN23)cc1Cl
198,Cc1cc(NC(=O)CSc2nnnn2-c2ccc3c(c2)OCCO3)no1
199,CC(=O)Nc1sc(C)c(C)c1C(=O)OCC(=O)Nc1cccc(Br)c1
200,COc1ccc(N2C(=O)CC([NH+]3CCCCC3)C2=O)cc1
201,COc1cccc(-c2nnc(-c3ccc(Cl)cc3)o2)c1
202,Cc1ccccc1-c1nnc(NC(=O)C(C)C)s1
203,CCOc1ccc(NC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCCC3)cc1
204,O=C(Nc1nc2ccc3ccccc3c2s1)c1ccc2c(c1)OCCO2
205,Cc1ccc(N2C(=O)C(=Cc3ccc4c(c3)OCO4)N=C2SCC(=O)N2CCCCC2)cc1
206,CCc1c([N+](=O)[O-])ccc2c(C)c[nH]c12
207,C=CCSc1nnc2n(-c3ccccc3)c(=O)c3c4c(sc3n12)COC(C)(C)C4
208,COc1ccccc1NC(=O)c1c(NCc2ccccn2)sc2c1CCC(C)C2
209,O=C(Nc1cccc(O)c1)c1cccc(NC2=C(Cl)C(=O)N(CCc3ccccc3)C2=O)c1
210,COc1ccc(NC(=O)c2ccc(OCC(=O)[O-])cc2)cc1Cl
211,Cc1c(S(=O)(=O)Nc2ccccc2OC(F)F)cnn1C
212,O=[N+]([O-])c1ccc([O-])c(C=Nc2ccc(Cl)cc2Cl)c1
213,COc1ccc(OC(C)C(=O)Nc2ccc(C)c(Cl)c2)cc1
214,O=C1C=C(NCCc2ccccc2)CC(c2ccco2)C1
215,O=C1CN(C(=O)COC(=O)CCCc2nc3ccccc3s2)c2ccccc2N1
216,O=C(Nc1ccccc1Cl)C1CC(=O)N(c2ccc(Br)cc2)C1
217,CCn1c(SCC(=O)NCC2CCCO2)nc2sc(C)c(C)c2c1=O
218,Cc1cc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)ccc1Br
219,COc1ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Br)cc4)cc3C2=O)cc1
220,N#Cc1c(Cl)c[n+]([O-])cc1Cl
221,COC(=O)c1ccnn1COc1ccc(Cl)cc1
222,CCC(=O)N1C(=O)OC(c2ccccc2)C1C
223,COc1ccccc1NC(=O)C1=C(C)Nc2ncnn2C1c1ccccc1F
224,Cc1c(Cl)cccc1NC(=O)CCC(=O)NN=Cc1ccc2c(c1)OCO2
225,C[NH+](C)CCCCOc1ccc(F)cc1
226,O=C(COc1cccc2ccccc12)NN=Cc1cccnc1
227,CCCCN(CCCC)C(=S)[S-]
228,COc1cc(S(=O)(=O)n2cnc3ccccc32)c(OC)cc1Cl
229,O=C(CCN1C(=O)C(=Cc2cccs2)SC1=S)Nc1ccccn1
230,O=C(CCCCl)Nc1cccc(Cl)c1Cl
231,O=C(C1=C([O-])C(=O)N(CC2CCCO2)C1c1cccc(Oc2ccccc2)c1)c1ccc(F)cc1
232,NC(=O)c1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1
233,COc1ccc(NC(=S)NC(=O)c2cccc([N+](=O)[O-])c2)cc1
234,CSc1ncc(CO)c(N)n1
235,COc1cccc(C(=O)Oc2cc3oc(=O)c4c(c3cc2Cl)CCC4)c1
236,COc1ccc(-c2nc3n(n2)C(=O)CC(c2cccc(F)c2)S3)cc1
237,C[NH+]1CCc2c(sc3nc(SCC(=O)Nc4ccccc4)n(-c4ccc(Cl)cc4)c(=O)c23)C1
238,Cc1ccc2cc(CN(Cc3cccs3)C(=O)Nc3ccc(Cl)cc3)c(=O)[nH]c2c1
239,CCc1cccc(C)c1NC(=O)COC(=O)c1ccc(Cl)cc1
240,C[NH+]1CCN(c2ncnc3[nH]cnc23)CC1
241,O=C(Nc1ccc(Oc2ccccc2)cc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
242,N#Cc1ccc(C(=O)Cc2cccc(Br)c2)cc1
243,O=C(C[NH2+]CCc1ccc(Cl)cc1Cl)NCc1ccco1
244,CCC(Sc1nc2ccccc2c2nc(C)nn12)C(=O)Nc1ccccc1F
245,CC(O)c1nc2cc(S(=O)(=O)c3ccc4nc(C(C)O)[nH]c4c3)ccc2[nH]1
246,CCCc1cc(=O)oc2cc(OCC(=O)c3ccccc3)ccc12
247,CCCn1c(CCCNC(=O)CC)nc2ccccc21
248,Cc1ccc2c(c1)C(=O)N(CCCCO)C2=O
249,CC(C)CNC(=O)COC(=O)c1c2ccccc2cc2ccccc12
250,COc1cccc(C=NNC(=O)c2cc(-c3ccc4c5c(cccc35)CC4)n[nH]2)c1O
251,Cc1ccc(C2C(C#N)=C(N)OC(C3CC3)=C2C#N)cc1
252,CCCCC1(C)NC(=S)N(c2ccc(Cl)cc2)N1
253,O=C(COC(=O)c1cc(=O)[nH]c2ccccc12)NC1CC1
254,Cc1cccc(C2Nc3ccccc3C(=O)N2NC(=O)c2ccc([N+](=O)[O-])cc2)n1
255,Cc1ccc(C(=O)CNN=C2C(=O)Nc3ccccc32)cc1
256,COc1ccc(CNc2cc(C)c(C)cc2C)cc1OC
257,COc1ccc(N2CC(C(=O)OCC(=O)c3ccc(C)cc3)CC2=O)cc1
258,O=S(=O)(NCc1cccnc1)c1ccc(Br)cc1
259,c1ccc(-n2cnnc2SCc2cn3ccsc3n2)cc1
260,C1=CCC(c2[nH+]c3ccccn3c2Nc2ccc3c(c2)OCO3)CC1
261,CCOc1ccc(CNC(=O)C2CCN(S(=O)(=O)N3CCC(C)CC3)CC2)cc1
262,CCOc1ccccc1-c1cc(C(=O)NN=Cc2ccc(O)c(OC)c2)c2ccccc2n1
263,Nc1cccc2cccc([N+](=O)[O-])c12
264,CC1(c2cccc([N+](=O)[O-])c2)NC(=O)NC1=O
265,CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)Nc1cc(Cl)ccc1C#N)C2=O
266,CCn1c(SCC(=O)Nc2cc(Cl)cc(Cl)c2)nnc1-c1ccco1
267,CC1CCN(C(=O)CSc2ncnc3c2cnn3-c2ccc(Cl)cc2)CC1
268,O=C(NNCc1ccccc1)c1ccccn1
269,COc1ccc(N2CCN(C(=O)Cc3nn(C)c(=O)c4ccccc34)CC2)cc1
270,Cc1c(C(=O)OCCCl)c(=O)n(-c2ccccc2)n1C
271,O=C(Nn1cnnc1)c1cccc(S(=O)(=O)Nc2cc(C(F)(F)F)ccc2Cl)c1
272,O=C([O-])C(=O)c1ccccc1[N+](=O)[O-]
273,Clc1ccc2[nH]c(-c3ccccc3)nc2c1
274,Cc1ccc(Cl)cc1NC(=O)C[NH+]1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1
275,O=C(Nc1ccc(-c2nc3ccccc3s2)c(O)c1)c1ccco1
276,CCc1cccc(NC(=O)CN2C(=O)NC(C)(c3ccccc3)C2=O)c1
277,CCC(C)c1ccc(NN)cc1
278,CCn1cc(-c2cc(C(=O)N3CC[NH+]4CCCC4C3)c3ccccc3n2)cn1
279,CCOC(=O)c1cccc(NC(=O)Cc2ccc(F)cc2)c1
280,N#Cc1ccccc1COc1ccccc1C=C1NC(=O)NC1=O
281,CC(NC(=O)C1OC2OC(C)(C)OC2C2OC(C)(C)OC12)C(=O)Nc1cccc2ccccc12
282,CCN(CC)S(=O)(=O)c1ccc(C=CC(=O)[O-])cc1
283,C[NH+](C)CCNC(=S)Nc1cccc(F)c1
284,COc1ccccc1NC(C(N)=O)c1ccc(Br)cc1
285,CC[NH+](CC)CC(O)CNC(=O)C1COc2ccccc2O1
286,CSCc1nc2sc(C(=O)[O-])c(C)c2c(=O)[nH]1
287,Cc1ccsc1C=NNC(=O)C1CCCC[NH+]1C
288,CCn1nccc1CNC(=O)c1noc2c1CC(C)CC2
289,CC(=O)c1ccc(OC(=O)COc2ccc3ccccc3c2)cc1
290,Cc1ccc(OCCCC(=O)Nc2ccc(Br)cc2)c(C)c1
291,CCOc1ccc(C=Nn2c(C)nc3c([nH]c4ccccc43)c2=O)cc1OC
292,O=C(CC1(O)C(=O)N(CCCc2ccccc2)c2ccccc21)c1ccncc1
293,Cn1c2c(c(=O)n(C)c1=O)C(O)(C(F)(F)F)C(=O)N2
294,Cc1ccc(C(=O)Nc2c(C)cc(C)cc2C)c(C)c1
295,Cc1ccc(NC(=O)CN2C(=O)C(C)(C)Oc3ccc(C(=O)Nc4ccccc4)cc32)cc1
296,O=C([O-])CC1OCC=C2C[NH+]3CCC45c6ccccc6NC4C1C2CC35
297,CC1(CCl)Nc2ccccc2C(=O)N1c1ccc(F)cc1
298,Cc1nn(CC(=O)OCN2C(=O)c3ccccc3C2=O)c(C)c1[N+](=O)[O-]
299,Oc1ccccc1C=NNC(=S)Nc1ccc(F)cc1F
300,CC(C)(C(=O)Nc1ccc2c(c1)OCO2)N1CCC1=O
301,COC(=O)c1cc(C#N)c(SCC#N)nc1C(OC)OC
302,Cc1cc(C(=O)COc2ncnc3scc(-c4ccc(Cl)cc4)c23)c(C)n1CC1CCCO1
303,CC(C)Cc1ccc(C2CCCC(CC(=O)[O-])C2)cc1
304,O=c1[nH]c2cc3c(cc2cc1CN(Cc1cccs1)C(=S)Nc1cccc(Cl)c1)OCCO3
305,Cc1ccc(Cl)cc1NC(=O)CSc1nnc(C)n1-c1ccccc1
306,COc1ccccc1C(=O)NNS(=O)(=O)c1ccc(C)cc1
307,O=C(COC(=O)c1cc(-c2cccs2)nn1-c1ccccc1)NC1CCS(=O)(=O)C1
308,C=CCn1c(SCC(=O)Nc2cccc(Br)c2)nc2sc(C)c(C)c2c1=O
309,COc1ccc(S(=O)(=O)NC2CC3CCC2C3)cc1Cl
310,N#Cc1ccc(OCC(=O)NNC(=O)c2ccc3ccccc3c2)cc1
311,O=C1C(=Cc2cn(Cc3ccccc3)c3ccccc23)C([O-])=NC(=S)N1c1ccccc1F
312,CC(C)(C)C(=O)Nc1ccc(Sc2ncc(Cl)cn2)cc1
313,CCOC(=O)c1ccccc1NC(=O)Cn1c(C)c(Br)c(=O)c2cc(OC)ccc21
314,CCNC(=O)N1c2ccc(OCC)cc2C(C)=CC1(C)C
315,CCOC(=O)c1sc(=S)n(C)c1N=C([O-])c1cccc(Br)c1
316,O=C1NC(=O)N(c2ccc(Cl)cc2)C(=O)C1=CNc1ccc(C(=O)N2CCCCC2)cc1
317,CCOc1ccc(S(=O)(=O)NC)cc1
318,CCC(C)c1ccccc1OCC(=O)Nc1ccc(O)cc1C(=O)[O-]
319,COc1cc2c(cc1OC)C(COc1ccc3c(C)cc(=O)oc3c1)N(C(=O)c1cccc(C)c1)CC2
320,O=C(NNc1cc(Cl)ccc1Cl)c1sccc1Br
321,C=CCOc1ccc(C=C2C(=O)NN(c3ccc(C)c(C)c3)C2=O)cc1OC
322,Cc1ccc(NC(=O)COC(=O)c2ccc(C)c(C)c2)cc1C
